RU1801,sell,41,15465.0,38.0,25,25,1,,0,0,0,0,0
RU1801,sell,102,16055.0,37.0,25,25,1,,0,0,0,0,0
RU1801,sell,137,15850.0,37.0,25,25,1,,0,0,0,0,0
RU1801,sell,138,15950.0,37.0,25,25,1,,0,0,0,0,0
RU1801,sell,155,15935.0,37.0,25,25,1,,0,0,0,0,0
RU1801,buy,169,16155.0,37.0,25,25,1,,0,0,0,0,0
RU1801,buy,170,16280.0,36.0,25,25,1,,0,0,0,0,0
RU1801,buy,231,16155.0,37.0,25,25,1,,0,0,0,0,0
RU1801,buy,236,16195.0,37.0,25,25,1,,0,0,0,0,0
RU1801,buy,239,16195.0,37.0,25,25,1,,0,0,0,0,0
RU1801,buy,240,16195.0,37.0,25,25,1,,0,0,0,0,0
RU1801,buy,241,16385.0,36.0,25,25,1,,0,0,0,0,0
RU1801,buy,272,15340.0,39.0,25,25,1,,0,0,0,0,0
RU1801,buy,283,15460.0,38.0,25,25,1,,0,0,0,0,0
RU1801,buy,284,15425.0,38.0,25,25,1,,0,0,0,0,0
RU1801,buy,345,15335.0,39.0,25,25,1,,0,0,0,0,0
RU1801,buy,382,15270.0,39.0,25,25,1,,0,0,0,0,0
RU1801,buy,406,15840.0,37.0,25,25,1,,0,0,0,0,0
RU1801,buy,433,16240.0,36.0,25,25,1,,0,0,0,0,0
RU1801,buy,456,16135.0,37.0,25,25,1,,0,0,0,0,0
RU1801,buy,457,16135.0,37.0,25,25,1,,0,0,0,0,0
RU1801,buy,458,16135.0,37.0,25,25,1,,0,0,0,0,0
RU1801,buy,459,16135.0,37.0,25,25,1,,0,0,0,0,0
RU1801,buy,460,16755.0,35.0,25,25,1,,0,0,0,0,0
RU1801,sell,596,16110.0,37.0,25,25,1,,0,0,0,0,0
RU1801,sell,695,16495.0,36.0,25,25,1,,0,0,0,0,0
RU1801,buy,754,16630.0,36.0,25,25,1,,0,0,0,0,0
RU1801,buy,783,16520.0,36.0,25,25,1,,0,0,0,0,0
RU1801,buy,784,16520.0,36.0,25,25,1,,0,0,0,0,0
RU1801,buy,785,16935.0,35.0,25,25,1,,0,0,0,0,0
RU1801,sell,807,16625.0,36.0,25,25,1,,0,0,0,0,0
RU1801,sell,812,16345.0,36.0,25,25,1,,0,0,0,0,0
RU1801,buy,826,16700.0,35.0,25,25,1,,0,0,0,0,0
RU1801,sell,847,16440.0,36.0,25,25,1,,0,0,0,0,0
RU1801,buy,895,16490.0,36.0,25,25,1,,0,0,0,0,0
RU1801,buy,896,16490.0,36.0,25,25,1,,0,0,0,0,0
RU1801,buy,897,16680.0,35.0,25,25,1,,0,0,0,0,0
RU1801,buy,938,16680.0,35.0,25,25,1,,0,0,0,0,0
RU1801,buy,939,16680.0,35.0,25,25,1,,0,0,0,0,0
RU1801,buy,940,16680.0,35.0,25,25,1,,0,0,0,0,0
RU1801,buy,941,16960.0,35.0,25,25,1,,0,0,0,0,0
RU1801,buy,943,16960.0,35.0,25,25,1,,0,0,0,0,0
RU1801,buy,944,16960.0,35.0,25,25,1,,0,0,0,0,0
RU1801,sell,1030,17505.0,34.0,25,25,1,,0,0,0,0,0
RU1801,sell,1034,17505.0,34.0,25,25,1,,0,0,0,0,0
RU1801,sell,1035,17350.0,34.0,25,25,1,,0,0,0,0,0
RU1801,sell,1036,17405.0,34.0,25,25,1,,0,0,0,0,0
RU1801,sell,1048,17310.0,34.0,25,25,1,,0,0,0,0,0
RU1801,sell,1049,17310.0,34.0,25,25,1,,0,0,0,0,0
RU1801,sell,1050,17190.0,34.0,25,25,1,,0,0,0,0,0
RU1801,sell,1065,17305.0,34.0,25,25,1,,0,0,0,0,0
RU1801,sell,1066,17305.0,34.0,25,25,1,,0,0,0,0,0
RU1801,sell,1067,16500.0,36.0,25,25,1,,0,0,0,0,0
RU1801,sell,1068,16670.0,35.0,25,25,1,,0,0,0,0,0
RU1801,buy,1099,16735.0,35.0,25,25,1,,0,0,0,0,0
RU1801,buy,1100,16795.0,35.0,25,25,1,,0,0,0,0,0
RU1801,buy,1123,16745.0,35.0,25,25,1,,0,0,0,0,0
RU1801,buy,1128,16875.0,35.0,25,25,1,,0,0,0,0,0
RU1801,buy,1137,16865.0,35.0,25,25,1,,0,0,0,0,0
RU1801,sell,1214,15060.0,39.0,25,25,1,,0,0,0,0,0
RU1801,sell,1258,15130.0,39.0,25,25,1,,0,0,0,0,0
RU1801,sell,1259,14895.0,40.0,25,25,1,,0,0,0,0,0
RU1801,sell,1298,14880.0,40.0,25,25,1,,0,0,0,0,0
RU1801,sell,1302,14880.0,40.0,25,25,1,,0,0,0,0,0
RU1801,sell,1303,14880.0,40.0,25,25,1,,0,0,0,0,0
RU1801,sell,1304,14880.0,40.0,25,25,1,,0,0,0,0,0
RU1801,sell,1305,14880.0,40.0,25,25,1,,0,0,0,0,0
RU1801,sell,1309,14520.0,41.0,25,25,1,,0,0,0,0,0
RU1801,sell,1323,14495.0,41.0,25,25,1,,0,0,0,0,0
RU1801,sell,1426,14620.0,41.0,25,25,1,,0,0,0,0,0
RU1801,sell,1427,14620.0,41.0,25,25,1,,0,0,0,0,0
RU1801,sell,1428,13800.0,43.0,25,25,1,,0,0,0,0,0
RU1801,sell,1430,13800.0,43.0,25,25,1,,0,0,0,0,0
RU1801,sell,1431,13800.0,43.0,25,25,1,,0,0,0,0,0
RU1801,sell,1449,13800.0,43.0,25,25,1,,0,0,0,0,0
RU1801,sell,1450,13800.0,43.0,25,25,1,,0,0,0,0,0
RU1801,sell,1451,13800.0,43.0,25,25,1,,0,0,0,0,0
RU1801,sell,1452,12895.0,46.0,25,25,1,,0,0,0,0,0
RU1801,buy,1496,13430.0,44.0,25,25,1,,0,0,0,0,0
RU1801,sell,1515,13215.0,45.0,25,25,1,,0,0,0,0,0
RU1801,sell,1525,13230.0,45.0,25,25,1,,0,0,0,0,0
RU1801,sell,1526,12915.0,46.0,25,25,1,,0,0,0,0,0
RU1801,sell,1548,13205.0,45.0,25,25,1,,0,0,0,0,0
RU1801,sell,1549,13205.0,45.0,25,25,1,,0,0,0,0,0
RU1801,buy,1606,13735.0,43.0,25,25,1,,0,0,0,0,0
RU1801,sell,1638,13535.0,44.0,25,25,1,,0,0,0,0,0
RU1801,sell,1639,13535.0,44.0,25,25,1,,0,0,0,0,0
RU1801,sell,1684,13555.0,44.0,25,25,1,,0,0,0,0,0
RU1801,sell,1685,13320.0,45.0,25,25,1,,0,0,0,0,0
RU1801,buy,1695,13740.0,43.0,25,25,1,,0,0,0,0,0
RU1801,sell,1707,13610.0,44.0,25,25,1,,0,0,0,0,0
RU1801,sell,1708,13610.0,44.0,25,25,1,,0,0,0,0,0
RU1801,sell,1709,13610.0,44.0,25,25,1,,0,0,0,0,0
RU1801,sell,1710,13210.0,45.0,25,25,1,,0,0,0,0,0
RU1801,buy,1731,13750.0,43.0,25,25,1,,0,0,0,0,0
RU1801,buy,1801,13505.0,44.0,25,25,1,,0,0,0,0,0
RU1801,buy,1802,13505.0,44.0,25,25,1,,0,0,0,0,0
RU1801,buy,1803,13505.0,44.0,25,25,1,,0,0,0,0,0
RU1801,buy,1804,13505.0,44.0,25,25,1,,0,0,0,0,0
RU1801,buy,1805,13690.0,43.0,25,25,1,,0,0,0,0,0
RU1801,buy,1837,13575.0,44.0,25,25,1,,0,0,0,0,0
RU1801,buy,1838,13655.0,43.0,25,25,1,,0,0,0,0,0
RU1801,sell,1895,13260.0,45.0,25,25,1,,0,0,0,0,0
RU1801,sell,1901,13150.0,45.0,25,25,1,,0,0,0,0,0
RU1801,buy,1934,13380.0,44.0,25,25,1,,0,0,0,0,0
RU1801,sell,1991,13740.0,43.0,25,25,1,,0,0,0,0,0
RU1801,sell,1992,13640.0,43.0,25,25,1,,0,0,0,0,0
RU1801,sell,2001,13675.0,43.0,25,25,1,,0,0,0,0,0
RU1801,buy,2016,13770.0,43.0,25,25,1,,0,0,0,0,0
RU1801,buy,2017,14080.0,42.0,25,25,1,,0,0,0,0,0
RU1801,buy,2019,14080.0,42.0,25,25,1,,0,0,0,0,0
RU1801,buy,2020,14120.0,42.0,25,25,1,,0,0,0,0,0
RU1801,buy,2032,14145.0,42.0,25,25,1,,0,0,0,0,0
RU1801,buy,2098,14040.0,42.0,25,25,1,,0,0,0,0,0
RU1801,buy,2099,14140.0,42.0,25,25,1,,0,0,0,0,0
RU1801,buy,2125,13955.0,42.0,25,25,1,,0,0,0,0,0
RU1801,buy,2154,13890.0,43.0,25,25,1,,0,0,0,0,0
RU1801,buy,2155,13890.0,43.0,25,25,1,,0,0,0,0,0
RU1801,buy,2156,13890.0,43.0,25,25,1,,0,0,0,0,0
RU1801,buy,2157,13890.0,43.0,25,25,1,,0,0,0,0,0
RU1801,sell,2206,13400.0,44.0,25,25,1,,0,0,0,0,0
RU1801,buy,2303,13360.0,44.0,25,25,1,,0,0,0,0,0
RU1801,buy,2304,13410.0,44.0,25,25,1,,0,0,0,0,0
RU1801,buy,2332,13310.0,45.0,25,25,1,,0,0,0,0,0
RU1801,buy,2341,13310.0,45.0,25,25,1,,0,0,0,0,0
RU1801,buy,2360,13430.0,44.0,25,25,1,,0,0,0,0,0
RU1801,buy,2361,13430.0,44.0,25,25,1,,0,0,0,0,0
RU1801,buy,2362,13785.0,43.0,25,25,1,,0,0,0,0,0
RU1801,buy,2395,13905.0,43.0,25,25,1,,0,0,0,0,0
